trial_index,selected,architecture,seed,credibility_features,hidden_size,num_layers,dropout,head_hidden_size,epochs_requested,epochs_completed,learning_rate,batch_size,validation_split,best_epoch,weight_decay,target_mode,text_encoder,text_adapter_dim,text_embedding_dim,text_pool_lambda_inv_days,combined_rmse,loss,close_rmse,volatility_rmse,train_combined_rmse,train_close_rmse,train_volatility_rmse,train_loss,val_combined_rmse,val_close_rmse,val_volatility_rmse,test_combined_rmse,test_close_rmse,test_volatility_rmse,fold_id,protocol,checkpoint_saved,checkpoint_path,hp_combo_id
57,False,lstm_attn,47,False,128,3,0.1,32,40,11,0.0003,64,0.2,3,0.0,real,,0,0,30.0,inf,1.1226327819070328,inf,inf,inf,inf,inf,0.905336616283929,inf,inf,inf,inf,inf,inf,wf_fold_1,walk-forward,False,/root/fed-pulse/backend/models/forecaster_best.pt,8
58,False,lstm_attn,47,False,128,3,0.1,32,40,14,0.0003,64,0.2,6,0.0,real,,0,0,30.0,inf,0.7310161735560443,inf,inf,inf,inf,inf,0.8487103061947396,inf,inf,inf,inf,inf,inf,wf_fold_2,walk-forward,False,/root/fed-pulse/backend/models/forecaster_best.pt,8
59,False,lstm_attn,47,False,128,3,0.1,32,40,13,0.0003,64,0.2,5,0.0,real,,0,0,30.0,inf,1.3582256546726934,inf,inf,inf,inf,inf,0.8784796831342909,inf,inf,inf,inf,inf,inf,wf_fold_3,walk-forward,False,/root/fed-pulse/backend/models/forecaster_best.pt,8
60,False,lstm_attn,47,False,128,3,0.1,32,40,12,0.0003,64,0.2,4,0.0,real,,0,0,30.0,inf,1.0825056976534748,inf,inf,inf,inf,inf,0.8730328929798878,inf,inf,inf,inf,inf,inf,wf_fold_4,walk-forward,False,/root/fed-pulse/backend/models/forecaster_best.pt,8
61,False,lstm_attn,71,False,256,3,0.2,32,40,10,0.0003,64,0.2,2,0.0001,real,,0,0,30.0,inf,1.128534349522045,inf,inf,inf,inf,inf,0.9119727466755305,inf,inf,inf,inf,inf,inf,wf_fold_1,walk-forward,False,/root/fed-pulse/backend/models/forecaster_best.pt,29
62,False,lstm_attn,71,False,256,3,0.2,32,40,11,0.0003,64,0.2,3,0.0001,real,,0,0,30.0,inf,0.6734780663842553,inf,inf,inf,inf,inf,0.8608162359493535,inf,inf,inf,inf,inf,inf,wf_fold_2,walk-forward,False,/root/fed-pulse/backend/models/forecaster_best.pt,29
63,False,lstm_attn,71,False,256,3,0.2,32,40,16,0.0003,64,0.2,8,0.0001,real,,0,0,30.0,inf,1.4870082758091114,inf,inf,inf,inf,inf,0.8341435435966209,inf,inf,inf,inf,inf,inf,wf_fold_3,walk-forward,False,/root/fed-pulse/backend/models/forecaster_best.pt,29
64,False,lstm_attn,71,False,256,3,0.2,32,40,9,0.0003,64,0.2,1,0.0001,real,,0,0,30.0,inf,1.141019856545353,inf,inf,inf,inf,inf,0.9189341290052261,inf,inf,inf,inf,inf,inf,wf_fold_4,walk-forward,False,/root/fed-pulse/backend/models/forecaster_best.pt,29
65,False,lstm_attn,71,False,128,3,0.2,32,40,10,0.001,64,0.2,2,0.0001,real,,0,0,30.0,inf,1.2146320216354667,inf,inf,inf,inf,inf,0.9147608546277255,inf,inf,inf,inf,inf,inf,wf_fold_1,walk-forward,False,/root/fed-pulse/backend/models/forecaster_best.pt,15
66,False,lstm_attn,71,False,128,3,0.2,32,40,16,0.001,64,0.2,8,0.0001,real,,0,0,30.0,inf,0.7123824516395191,inf,inf,inf,inf,inf,0.74496332184086,inf,inf,inf,inf,inf,inf,wf_fold_2,walk-forward,False,/root/fed-pulse/backend/models/forecaster_best.pt,15
67,False,lstm_attn,71,False,128,3,0.2,32,40,11,0.001,64,0.2,3,0.0001,real,,0,0,30.0,inf,1.380201503082558,inf,inf,inf,inf,inf,0.8840943554595665,inf,inf,inf,inf,inf,inf,wf_fold_3,walk-forward,False,/root/fed-pulse/backend/models/forecaster_best.pt,15
68,False,lstm_attn,71,False,128,3,0.2,32,40,9,0.001,64,0.2,1,0.0001,real,,0,0,30.0,inf,1.0406100885160285,inf,inf,inf,inf,inf,0.917618704878451,inf,inf,inf,inf,inf,inf,wf_fold_4,walk-forward,False,/root/fed-pulse/backend/models/forecaster_best.pt,15
69,False,lstm_attn,71,False,256,3,0.1,32,40,10,0.0003,64,0.2,2,0.0,real,,0,0,30.0,inf,1.136064079887913,inf,inf,inf,inf,inf,0.910117874590669,inf,inf,inf,inf,inf,inf,wf_fold_1,walk-forward,False,/root/fed-pulse/backend/models/forecaster_best.pt,24
70,False,lstm_attn,71,False,256,3,0.1,32,40,11,0.0003,64,0.2,3,0.0,real,,0,0,30.0,inf,0.6722511710884335,inf,inf,inf,inf,inf,0.8600219779382876,inf,inf,inf,inf,inf,inf,wf_fold_2,walk-forward,False,/root/fed-pulse/backend/models/forecaster_best.pt,24
71,False,lstm_attn,71,False,256,3,0.1,32,40,11,0.0003,64,0.2,3,0.0,real,,0,0,30.0,inf,1.3268524143430922,inf,inf,inf,inf,inf,0.889407175205372,inf,inf,inf,inf,inf,inf,wf_fold_3,walk-forward,False,/root/fed-pulse/backend/models/forecaster_best.pt,24
72,False,lstm_attn,71,False,256,3,0.1,32,40,11,0.0003,64,0.2,3,0.0,real,,0,0,30.0,inf,1.0899691886240157,inf,inf,inf,inf,inf,0.8577450298644347,inf,inf,inf,inf,inf,inf,wf_fold_4,walk-forward,False,/root/fed-pulse/backend/models/forecaster_best.pt,24
73,False,lstm_attn,71,False,256,2,0.1,32,40,10,0.0003,64,0.2,2,0.0001,real,,0,0,30.0,inf,1.1400973803613954,inf,inf,inf,inf,inf,0.904121472329781,inf,inf,inf,inf,inf,inf,wf_fold_1,walk-forward,False,/root/fed-pulse/backend/models/forecaster_best.pt,17
74,False,lstm_attn,71,False,256,2,0.1,32,40,17,0.0003,64,0.2,9,0.0001,real,,0,0,30.0,inf,0.7844976648554072,inf,inf,inf,inf,inf,0.765491459137056,inf,inf,inf,inf,inf,inf,wf_fold_2,walk-forward,False,/root/fed-pulse/backend/models/forecaster_best.pt,17
75,False,lstm_attn,71,False,256,2,0.1,32,40,13,0.0003,64,0.2,5,0.0001,real,,0,0,30.0,inf,1.3781045763580888,inf,inf,inf,inf,inf,0.8359476726143449,inf,inf,inf,inf,inf,inf,wf_fold_3,walk-forward,False,/root/fed-pulse/backend/models/forecaster_best.pt,17
76,False,lstm_attn,71,False,256,2,0.1,32,40,12,0.0003,64,0.2,4,0.0001,real,,0,0,30.0,inf,1.1637347939216445,inf,inf,inf,inf,inf,0.8375008124492542,inf,inf,inf,inf,inf,inf,wf_fold_4,walk-forward,False,/root/fed-pulse/backend/models/forecaster_best.pt,17
77,False,lstm_attn,71,False,128,3,0.1,32,40,10,0.0003,64,0.2,2,0.0,real,,0,0,30.0,inf,1.1653729517547642,inf,inf,inf,inf,inf,0.931187653663685,inf,inf,inf,inf,inf,inf,wf_fold_1,walk-forward,False,/root/fed-pulse/backend/models/forecaster_best.pt,8
78,False,lstm_attn,71,False,128,3,0.1,32,40,17,0.0003,64,0.2,9,0.0,real,,0,0,30.0,inf,0.7645495622544676,inf,inf,inf,inf,inf,0.8303704805005857,inf,inf,inf,inf,inf,inf,wf_fold_2,walk-forward,False,/root/fed-pulse/backend/models/forecaster_best.pt,8
79,False,lstm_attn,71,False,128,3,0.1,32,40,10,0.0003,64,0.2,2,0.0,real,,0,0,30.0,inf,1.127364330821567,inf,inf,inf,inf,inf,0.923944839194969,inf,inf,inf,inf,inf,inf,wf_fold_3,walk-forward,False,/root/fed-pulse/backend/models/forecaster_best.pt,8
80,False,lstm_attn,71,False,128,3,0.1,32,40,10,0.0003,64,0.2,2,0.0,real,,0,0,30.0,inf,1.0519343590152723,inf,inf,inf,inf,inf,0.9030777295739104,inf,inf,inf,inf,inf,inf,wf_fold_4,walk-forward,False,/root/fed-pulse/backend/models/forecaster_best.pt,8
81,False,lstm_attn,97,False,256,3,0.2,32,40,9,0.0003,64,0.2,1,0.0001,real,,0,0,30.0,inf,1.0746897815241794,inf,inf,inf,inf,inf,0.9547936504678352,inf,inf,inf,inf,inf,inf,wf_fold_1,walk-forward,False,/root/fed-pulse/backend/models/forecaster_best.pt,29
82,False,lstm_attn,97,False,256,3,0.2,32,40,13,0.0003,64,0.2,5,0.0001,real,,0,0,30.0,inf,0.7253685048571578,inf,inf,inf,inf,inf,0.844162144748176,inf,inf,inf,inf,inf,inf,wf_fold_2,walk-forward,False,/root/fed-pulse/backend/models/forecaster_best.pt,29
83,False,lstm_attn,97,False,256,3,0.2,32,40,14,0.0003,64,0.2,6,0.0001,real,,0,0,30.0,inf,1.5027285196163036,inf,inf,inf,inf,inf,0.8510930541709617,inf,inf,inf,inf,inf,inf,wf_fold_3,walk-forward,False,/root/fed-pulse/backend/models/forecaster_best.pt,29
